"","or_region","as_region","year","tot_compl","or_lat","or_long","as_lat","as_long"
"456","WesternEurope","EasternAsia",1991,0,50,5,41,116
"457","Caribbean","EasternEurope",1991,0,21,-78,51,39
"458","CentralAmerica","EasternEurope",1991,0,16,-93,51,39
"459","CentralAsia","EasternEurope",1991,7,42,67,51,39
"460","EasternAfrica","EasternEurope",1991,29,3,40,51,39
"461","EasternAsia","EasternEurope",1991,3,41,116,51,39
"463","MiddleAfrica","EasternEurope",1991,3,1,17,51,39
"464","NorthernAfrica","EasternEurope",1991,4,29,9,51,39
"465","NorthernAmerica","EasternEurope",1991,1,45,-100,51,39
"466","NorthernEurope","EasternEurope",1991,0,59,15,51,39
"467","Oceania","EasternEurope",1991,0,-20,135,51,39
"468","South-EasternAsia","EasternEurope",1991,0.5,3,114,51,39
"469","SouthAmerica","EasternEurope",1991,1,-25,-65,51,39
"470","SouthernAfrica","EasternEurope",1991,0,-23,30,51,39
"471","SouthernAsia","EasternEurope",1991,15.5,23,79,51,39
"472","SouthernEurope","EasternEurope",1991,0,40,9,51,39
"473","WesternAfrica","EasternEurope",1991,1,11,1,51,39
"474","WesternAsia","EasternEurope",1991,12,24,42,51,39
"475","WesternEurope","EasternEurope",1991,1,50,5,51,39
"476","Caribbean","MiddleAfrica",1991,0,21,-78,1,17
"477","CentralAmerica","MiddleAfrica",1991,0,16,-93,1,17
"478","CentralAsia","MiddleAfrica",1991,0,42,67,1,17
"479","EasternAfrica","MiddleAfrica",1991,104313,3,40,1,17
"480","EasternAsia","MiddleAfrica",1991,0.5,41,116,1,17
"481","EasternEurope","MiddleAfrica",1991,0,51,39,1,17
"483","NorthernAfrica","MiddleAfrica",1991,0,29,9,1,17
"484","NorthernAmerica","MiddleAfrica",1991,0,45,-100,1,17
"485","NorthernEurope","MiddleAfrica",1991,0,59,15,1,17
"486","Oceania","MiddleAfrica",1991,0,-20,135,1,17
"487","South-EasternAsia","MiddleAfrica",1991,1,3,114,1,17
"488","SouthAmerica","MiddleAfrica",1991,0,-25,-65,1,17
"489","SouthernAfrica","MiddleAfrica",1991,653,-23,30,1,17
"490","SouthernAsia","MiddleAfrica",1991,0,23,79,1,17
"491","SouthernEurope","MiddleAfrica",1991,0,40,9,1,17
"492","WesternAfrica","MiddleAfrica",1991,17,11,1,1,17
"493","WesternAsia","MiddleAfrica",1991,0.5,24,42,1,17
"494","WesternEurope","MiddleAfrica",1991,0,50,5,1,17
"495","Caribbean","NorthernAfrica",1991,0,21,-78,29,9
"496","CentralAmerica","NorthernAfrica",1991,0,16,-93,29,9
"497","CentralAsia","NorthernAfrica",1991,2,42,67,29,9
"498","EasternAfrica","NorthernAfrica",1991,351,3,40,29,9
"499","EasternAsia","NorthernAfrica",1991,0,41,116,29,9
"500","EasternEurope","NorthernAfrica",1991,1,51,39,29,9
"501","MiddleAfrica","NorthernAfrica",1991,4,1,17,29,9
"503","NorthernAmerica","NorthernAfrica",1991,0,45,-100,29,9
"504","NorthernEurope","NorthernAfrica",1991,0,59,15,29,9
"505","Oceania","NorthernAfrica",1991,0,-20,135,29,9
"506","South-EasternAsia","NorthernAfrica",1991,0,3,114,29,9
"507","SouthAmerica","NorthernAfrica",1991,0,-25,-65,29,9
"508","SouthernAfrica","NorthernAfrica",1991,0,-23,30,29,9
"509","SouthernAsia","NorthernAfrica",1991,0.5,23,79,29,9
"510","SouthernEurope","NorthernAfrica",1991,0,40,9,29,9
"511","WesternAfrica","NorthernAfrica",1991,8770.5,11,1,29,9
"512","WesternAsia","NorthernAfrica",1991,4,24,42,29,9
"513","WesternEurope","NorthernAfrica",1991,0,50,5,29,9
"514","Caribbean","NorthernAmerica",1991,3888.5,21,-78,45,-100
"515","CentralAmerica","NorthernAmerica",1991,214.5,16,-93,45,-100
"516","CentralAsia","NorthernAmerica",1991,277,42,67,45,-100
"517","EasternAfrica","NorthernAmerica",1991,4678.5,3,40,45,-100
"518","EasternAsia","NorthernAmerica",1991,375.5,41,116,45,-100
"519","EasternEurope","NorthernAmerica",1991,42896.5,51,39,45,-100
"520","MiddleAfrica","NorthernAmerica",1991,99,1,17,45,-100
"521","NorthernAfrica","NorthernAmerica",1991,317,29,9,45,-100
"523","NorthernEurope","NorthernAmerica",1991,1,59,15,45,-100
"524","Oceania","NorthernAmerica",1991,0,-20,135,45,-100
"525","South-EasternAsia","NorthernAmerica",1991,22421,3,114,45,-100
"526","SouthAmerica","NorthernAmerica",1991,52,-25,-65,45,-100
"527","SouthernAfrica","NorthernAmerica",1991,19,-23,30,45,-100
"528","SouthernAsia","NorthernAmerica",1991,944,23,79,45,-100
"529","SouthernEurope","NorthernAmerica",1991,5.5,40,9,45,-100
"530","WesternAfrica","NorthernAmerica",1991,79.5,11,1,45,-100
"531","WesternAsia","NorthernAmerica",1991,672,24,42,45,-100
"532","WesternEurope","NorthernAmerica",1991,31.5,50,5,45,-100
"533","Caribbean","NorthernEurope",1991,16,21,-78,59,15
"534","CentralAmerica","NorthernEurope",1991,425,16,-93,59,15
"535","CentralAsia","NorthernEurope",1991,3174,42,67,59,15
"536","EasternAfrica","NorthernEurope",1991,4113.5,3,40,59,15
"537","EasternAsia","NorthernEurope",1991,143.5,41,116,59,15
"538","EasternEurope","NorthernEurope",1991,2893,51,39,59,15
"539","MiddleAfrica","NorthernEurope",1991,108.5,1,17,59,15
"540","NorthernAfrica","NorthernEurope",1991,138,29,9,59,15
"541","NorthernAmerica","NorthernEurope",1991,7,45,-100,59,15
"543","Oceania","NorthernEurope",1991,0,-20,135,59,15
"544","South-EasternAsia","NorthernEurope",1991,130,3,114,59,15
"545","SouthAmerica","NorthernEurope",1991,344,-25,-65,59,15
"546","SouthernAfrica","NorthernEurope",1991,0,-23,30,59,15
"547","SouthernAsia","NorthernEurope",1991,459,23,79,59,15
"548","SouthernEurope","NorthernEurope",1991,0,40,9,59,15
"549","WesternAfrica","NorthernEurope",1991,81,11,1,59,15
"550","WesternAsia","NorthernEurope",1991,6920,24,42,59,15
"551","WesternEurope","NorthernEurope",1991,1,50,5,59,15
"552","Caribbean","Oceania",1991,0,21,-78,-20,135
"553","CentralAmerica","Oceania",1991,0,16,-93,-20,135
"554","CentralAsia","Oceania",1991,1.5,42,67,-20,135
"555","EasternAfrica","Oceania",1991,146.5,3,40,-20,135
"556","EasternAsia","Oceania",1991,1,41,116,-20,135
"557","EasternEurope","Oceania",1991,687,51,39,-20,135
"558","MiddleAfrica","Oceania",1991,1,1,17,-20,135
"559","NorthernAfrica","Oceania",1991,0.5,29,9,-20,135
"560","NorthernAmerica","Oceania",1991,0,45,-100,-20,135
"561","NorthernEurope","Oceania",1991,0,59,15,-20,135
"563","South-EasternAsia","Oceania",1991,154,3,114,-20,135
"564","SouthAmerica","Oceania",1991,5,-25,-65,-20,135
"565","SouthernAfrica","Oceania",1991,1,-23,30,-20,135
"566","SouthernAsia","Oceania",1991,5,23,79,-20,135
"567","SouthernEurope","Oceania",1991,0,40,9,-20,135
"568","WesternAfrica","Oceania",1991,1,11,1,-20,135
"569","WesternAsia","Oceania",1991,51,24,42,-20,135
"570","WesternEurope","Oceania",1991,2,50,5,-20,135
"571","Caribbean","South-EasternAsia",1991,0,21,-78,3,114
"572","CentralAmerica","South-EasternAsia",1991,0,16,-93,3,114
"573","CentralAsia","South-EasternAsia",1991,1,42,67,3,114
"574","EasternAfrica","South-EasternAsia",1991,5,3,40,3,114
"575","EasternAsia","South-EasternAsia",1991,0,41,116,3,114
"576","EasternEurope","South-EasternAsia",1991,0,51,39,3,114
"577","MiddleAfrica","South-EasternAsia",1991,2,1,17,3,114
"578","NorthernAfrica","South-EasternAsia",1991,1,29,9,3,114
"579","NorthernAmerica","South-EasternAsia",1991,0,45,-100,3,114
"580","NorthernEurope","South-EasternAsia",1991,0,59,15,3,114
"581","Oceania","South-EasternAsia",1991,0,-20,135,3,114
"583","SouthAmerica","South-EasternAsia",1991,0,-25,-65,3,114
"584","SouthernAfrica","South-EasternAsia",1991,0,-23,30,3,114
"585","SouthernAsia","South-EasternAsia",1991,13.5,23,79,3,114
"586","SouthernEurope","South-EasternAsia",1991,0,40,9,3,114
"587","WesternAfrica","South-EasternAsia",1991,1,11,1,3,114
"588","WesternAsia","South-EasternAsia",1991,3,24,42,3,114
"589","WesternEurope","South-EasternAsia",1991,0,50,5,3,114
"590","Caribbean","SouthAmerica",1991,1,21,-78,-25,-65
"591","CentralAmerica","SouthAmerica",1991,4,16,-93,-25,-65
"592","CentralAsia","SouthAmerica",1991,2,42,67,-25,-65
"593","EasternAfrica","SouthAmerica",1991,3,3,40,-25,-65
"594","EasternAsia","SouthAmerica",1991,2,41,116,-25,-65
"595","EasternEurope","SouthAmerica",1991,22,51,39,-25,-65
"596","MiddleAfrica","SouthAmerica",1991,33,1,17,-25,-65
"597","NorthernAfrica","SouthAmerica",1991,2,29,9,-25,-65
"598","NorthernAmerica","SouthAmerica",1991,1,45,-100,-25,-65
"599","NorthernEurope","SouthAmerica",1991,0,59,15,-25,-65
"600","Oceania","SouthAmerica",1991,0,-20,135,-25,-65
"601","South-EasternAsia","SouthAmerica",1991,9,3,114,-25,-65
"603","SouthernAfrica","SouthAmerica",1991,0,-23,30,-25,-65
"604","SouthernAsia","SouthAmerica",1991,1,23,79,-25,-65
"605","SouthernEurope","SouthAmerica",1991,0,40,9,-25,-65
"606","WesternAfrica","SouthAmerica",1991,11.5,11,1,-25,-65
"607","WesternAsia","SouthAmerica",1991,3,24,42,-25,-65
"608","WesternEurope","SouthAmerica",1991,0.5,50,5,-25,-65
"609","Caribbean","SouthernAfrica",1991,0,21,-78,-23,30
"610","CentralAmerica","SouthernAfrica",1991,0,16,-93,-23,30
"611","CentralAsia","SouthernAfrica",1991,1,42,67,-23,30
"612","EasternAfrica","SouthernAfrica",1991,30,3,40,-23,30
"613","EasternAsia","SouthernAfrica",1991,18,41,116,-23,30
"614","EasternEurope","SouthernAfrica",1991,1,51,39,-23,30
"615","MiddleAfrica","SouthernAfrica",1991,3868,1,17,-23,30
"616","NorthernAfrica","SouthernAfrica",1991,1,29,9,-23,30
"617","NorthernAmerica","SouthernAfrica",1991,0,45,-100,-23,30
"618","NorthernEurope","SouthernAfrica",1991,0,59,15,-23,30
"619","Oceania","SouthernAfrica",1991,0,-20,135,-23,30
"620","South-EasternAsia","SouthernAfrica",1991,0,3,114,-23,30
"621","SouthAmerica","SouthernAfrica",1991,0,-25,-65,-23,30
"623","SouthernAsia","SouthernAfrica",1991,2,23,79,-23,30
"624","SouthernEurope","SouthernAfrica",1991,0,40,9,-23,30
"625","WesternAfrica","SouthernAfrica",1991,70,11,1,-23,30
"626","WesternAsia","SouthernAfrica",1991,0.5,24,42,-23,30
"627","WesternEurope","SouthernAfrica",1991,0,50,5,-23,30
"628","Caribbean","SouthernAsia",1991,0,21,-78,23,79
"629","CentralAmerica","SouthernAsia",1991,0,16,-93,23,79
"630","CentralAsia","SouthernAsia",1991,198,42,67,23,79
"631","EasternAfrica","SouthernAsia",1991,27.5,3,40,23,79
"632","EasternAsia","SouthernAsia",1991,1488.5,41,116,23,79
"633","EasternEurope","SouthernAsia",1991,0,51,39,23,79
"634","MiddleAfrica","SouthernAsia",1991,0,1,17,23,79
"635","NorthernAfrica","SouthernAsia",1991,0,29,9,23,79
"636","NorthernAmerica","SouthernAsia",1991,0,45,-100,23,79
"637","NorthernEurope","SouthernAsia",1991,0,59,15,23,79
"638","Oceania","SouthernAsia",1991,0,-20,135,23,79
"639","South-EasternAsia","SouthernAsia",1991,683,3,114,23,79
"640","SouthAmerica","SouthernAsia",1991,0,-25,-65,23,79
"641","SouthernAfrica","SouthernAsia",1991,0,-23,30,23,79
"643","SouthernEurope","SouthernAsia",1991,0,40,9,23,79
"644","WesternAfrica","SouthernAsia",1991,0,11,1,23,79
"645","WesternAsia","SouthernAsia",1991,2,24,42,23,79
"646","WesternEurope","SouthernAsia",1991,0,50,5,23,79
"647","Caribbean","SouthernEurope",1991,1.5,21,-78,40,9
"648","CentralAmerica","SouthernEurope",1991,1,16,-93,40,9
"649","CentralAsia","SouthernEurope",1991,13.5,42,67,40,9
"650","EasternAfrica","SouthernEurope",1991,86,3,40,40,9
"651","EasternAsia","SouthernEurope",1991,3,41,116,40,9
"652","EasternEurope","SouthernEurope",1991,708,51,39,40,9
"653","MiddleAfrica","SouthernEurope",1991,13,1,17,40,9
"654","NorthernAfrica","SouthernEurope",1991,4,29,9,40,9
"655","NorthernAmerica","SouthernEurope",1991,0,45,-100,40,9
"656","NorthernEurope","SouthernEurope",1991,0,59,15,40,9
"657","Oceania","SouthernEurope",1991,0,-20,135,40,9
"658","South-EasternAsia","SouthernEurope",1991,66,3,114,40,9
"659","SouthAmerica","SouthernEurope",1991,8,-25,-65,40,9
"660","SouthernAfrica","SouthernEurope",1991,3,-23,30,40,9
"661","SouthernAsia","SouthernEurope",1991,28.5,23,79,40,9
"663","WesternAfrica","SouthernEurope",1991,9.5,11,1,40,9
"664","WesternAsia","SouthernEurope",1991,353.5,24,42,40,9
"665","WesternEurope","SouthernEurope",1991,0,50,5,40,9
"666","Caribbean","WesternAfrica",1991,0,21,-78,11,1
"667","CentralAmerica","WesternAfrica",1991,0,16,-93,11,1
"668","CentralAsia","WesternAfrica",1991,0,42,67,11,1
"669","EasternAfrica","WesternAfrica",1991,11.5,3,40,11,1
"670","EasternAsia","WesternAfrica",1991,0,41,116,11,1
"671","EasternEurope","WesternAfrica",1991,0,51,39,11,1
"672","MiddleAfrica","WesternAfrica",1991,611.5,1,17,11,1
"673","NorthernAfrica","WesternAfrica",1991,0,29,9,11,1
"674","NorthernAmerica","WesternAfrica",1991,0,45,-100,11,1
"675","NorthernEurope","WesternAfrica",1991,0,59,15,11,1
"676","Oceania","WesternAfrica",1991,0,-20,135,11,1
"677","South-EasternAsia","WesternAfrica",1991,6,3,114,11,1
"678","SouthAmerica","WesternAfrica",1991,0,-25,-65,11,1
"679","SouthernAfrica","WesternAfrica",1991,3,-23,30,11,1
"680","SouthernAsia","WesternAfrica",1991,2,23,79,11,1
"681","SouthernEurope","WesternAfrica",1991,0,40,9,11,1
"683","WesternAsia","WesternAfrica",1991,1,24,42,11,1
"684","WesternEurope","WesternAfrica",1991,0,50,5,11,1
"685","Caribbean","WesternAsia",1991,0,21,-78,24,42
"686","CentralAmerica","WesternAsia",1991,0,16,-93,24,42
"687","CentralAsia","WesternAsia",1991,653.5,42,67,24,42
"688","EasternAfrica","WesternAsia",1991,27449,3,40,24,42
"689","EasternAsia","WesternAsia",1991,0,41,116,24,42
"690","EasternEurope","WesternAsia",1991,8.5,51,39,24,42
"691","MiddleAfrica","WesternAsia",1991,2,1,17,24,42
"692","NorthernAfrica","WesternAsia",1991,3.5,29,9,24,42
"693","NorthernAmerica","WesternAsia",1991,0,45,-100,24,42
"694","NorthernEurope","WesternAsia",1991,0,59,15,24,42
"695","Oceania","WesternAsia",1991,0,-20,135,24,42
"696","South-EasternAsia","WesternAsia",1991,0,3,114,24,42
"697","SouthAmerica","WesternAsia",1991,0,-25,-65,24,42
"698","SouthernAfrica","WesternAsia",1991,0,-23,30,24,42
"699","SouthernAsia","WesternAsia",1991,2,23,79,24,42
"700","SouthernEurope","WesternAsia",1991,7,40,9,24,42
"701","WesternAfrica","WesternAsia",1991,4.5,11,1,24,42
"703","WesternEurope","WesternAsia",1991,2,50,5,24,42
"704","Caribbean","WesternEurope",1991,123.5,21,-78,50,5
"705","CentralAmerica","WesternEurope",1991,4,16,-93,50,5
"706","CentralAsia","WesternEurope",1991,78,42,67,50,5
"707","EasternAfrica","WesternEurope",1991,504.5,3,40,50,5
"708","EasternAsia","WesternEurope",1991,140.5,41,116,50,5
"709","EasternEurope","WesternEurope",1991,4319,51,39,50,5
"710","MiddleAfrica","WesternEurope",1991,368,1,17,50,5
"711","NorthernAfrica","WesternEurope",1991,1300.5,29,9,50,5
"712","NorthernAmerica","WesternEurope",1991,1,45,-100,50,5
"713","NorthernEurope","WesternEurope",1991,0,59,15,50,5
"714","Oceania","WesternEurope",1991,1,-20,135,50,5
"715","South-EasternAsia","WesternEurope",1991,928,3,114,50,5
"716","SouthAmerica","WesternEurope",1991,173.5,-25,-65,50,5
"717","SouthernAfrica","WesternEurope",1991,9.5,-23,30,50,5
"718","SouthernAsia","WesternEurope",1991,1049.5,23,79,50,5
"719","SouthernEurope","WesternEurope",1991,8,40,9,50,5
"720","WesternAfrica","WesternEurope",1991,134.5,11,1,50,5
"721","WesternAsia","WesternEurope",1991,736,24,42,50,5
"724","CentralAmerica","Caribbean",1992,0,16,-93,21,-78
"725","CentralAsia","Caribbean",1992,1,42,67,21,-78
"726","EasternAfrica","Caribbean",1992,0,3,40,21,-78
"727","EasternAsia","Caribbean",1992,0,41,116,21,-78
"728","EasternEurope","Caribbean",1992,0,51,39,21,-78
"729","MiddleAfrica","Caribbean",1992,0,1,17,21,-78
"730","NorthernAfrica","Caribbean",1992,1,29,9,21,-78
"731","NorthernAmerica","Caribbean",1992,0,45,-100,21,-78
"732","NorthernEurope","Caribbean",1992,0,59,15,21,-78
"733","Oceania","Caribbean",1992,0,-20,135,21,-78
"734","South-EasternAsia","Caribbean",1992,0,3,114,21,-78
"735","SouthAmerica","Caribbean",1992,0,-25,-65,21,-78
"736","SouthernAfrica","Caribbean",1992,1,-23,30,21,-78
"737","SouthernAsia","Caribbean",1992,0,23,79,21,-78
"738","SouthernEurope","Caribbean",1992,0,40,9,21,-78
"739","WesternAfrica","Caribbean",1992,2,11,1,21,-78
"740","WesternAsia","Caribbean",1992,0,24,42,21,-78
"741","WesternEurope","Caribbean",1992,0,50,5,21,-78
"742","Caribbean","CentralAmerica",1992,9,21,-78,16,-93
"744","CentralAsia","CentralAmerica",1992,2,42,67,16,-93
"745","EasternAfrica","CentralAmerica",1992,0,3,40,16,-93
"746","EasternAsia","CentralAmerica",1992,0,41,116,16,-93
"747","EasternEurope","CentralAmerica",1992,5,51,39,16,-93
"748","MiddleAfrica","CentralAmerica",1992,0,1,17,16,-93
"749","NorthernAfrica","CentralAmerica",1992,1,29,9,16,-93
"750","NorthernAmerica","CentralAmerica",1992,0,45,-100,16,-93
"751","NorthernEurope","CentralAmerica",1992,0,59,15,16,-93
"752","Oceania","CentralAmerica",1992,0,-20,135,16,-93
"753","South-EasternAsia","CentralAmerica",1992,0,3,114,16,-93
"754","SouthAmerica","CentralAmerica",1992,105,-25,-65,16,-93
"755","SouthernAfrica","CentralAmerica",1992,1,-23,30,16,-93
"756","SouthernAsia","CentralAmerica",1992,0,23,79,16,-93
"757","SouthernEurope","CentralAmerica",1992,0,40,9,16,-93
"758","WesternAfrica","CentralAmerica",1992,1,11,1,16,-93
"759","WesternAsia","CentralAmerica",1992,1,24,42,16,-93
"760","WesternEurope","CentralAmerica",1992,0,50,5,16,-93
"761","Caribbean","CentralAsia",1992,0,21,-78,42,67
"762","CentralAmerica","CentralAsia",1992,0,16,-93,42,67
"764","EasternAfrica","CentralAsia",1992,0,3,40,42,67
"765","EasternAsia","CentralAsia",1992,2,41,116,42,67
"766","EasternEurope","CentralAsia",1992,288.5,51,39,42,67
"767","MiddleAfrica","CentralAsia",1992,0,1,17,42,67
"768","NorthernAfrica","CentralAsia",1992,0,29,9,42,67
"769","NorthernAmerica","CentralAsia",1992,0,45,-100,42,67
"770","NorthernEurope","CentralAsia",1992,0,59,15,42,67
"771","Oceania","CentralAsia",1992,0,-20,135,42,67
"772","South-EasternAsia","CentralAsia",1992,0,3,114,42,67
"773","SouthAmerica","CentralAsia",1992,0,-25,-65,42,67
"774","SouthernAfrica","CentralAsia",1992,0,-23,30,42,67
"775","SouthernAsia","CentralAsia",1992,2,23,79,42,67
"776","SouthernEurope","CentralAsia",1992,0,40,9,42,67
"777","WesternAfrica","CentralAsia",1992,0,11,1,42,67
"778","WesternAsia","CentralAsia",1992,31703.5,24,42,42,67
"779","WesternEurope","CentralAsia",1992,0,50,5,42,67
"780","Caribbean","EasternAfrica",1992,0,21,-78,3,40
"781","CentralAmerica","EasternAfrica",1992,0,16,-93,3,40
"782","CentralAsia","EasternAfrica",1992,0,42,67,3,40
"784","EasternAsia","EasternAfrica",1992,1,41,116,3,40
"785","EasternEurope","EasternAfrica",1992,1,51,39,3,40
"786","MiddleAfrica","EasternAfrica",1992,15343,1,17,3,40
"787","NorthernAfrica","EasternAfrica",1992,0,29,9,3,40
"788","NorthernAmerica","EasternAfrica",1992,0,45,-100,3,40
"789","NorthernEurope","EasternAfrica",1992,0,59,15,3,40
"790","Oceania","EasternAfrica",1992,0,-20,135,3,40
"791","South-EasternAsia","EasternAfrica",1992,0,3,114,3,40
"792","SouthAmerica","EasternAfrica",1992,0,-25,-65,3,40
"793","SouthernAfrica","EasternAfrica",1992,3004.5,-23,30,3,40
"794","SouthernAsia","EasternAfrica",1992,0,23,79,3,40
"795","SouthernEurope","EasternAfrica",1992,0,40,9,3,40
"796","WesternAfrica","EasternAfrica",1992,8,11,1,3,40
"797","WesternAsia","EasternAfrica",1992,4,24,42,3,40
"798","WesternEurope","EasternAfrica",1992,0,50,5,3,40
"799","Caribbean","EasternAsia",1992,0,21,-78,41,116
"800","CentralAmerica","EasternAsia",1992,0,16,-93,41,116
"801","CentralAsia","EasternAsia",1992,0,42,67,41,116
"802","EasternAfrica","EasternAsia",1992,4,3,40,41,116
"804","EasternEurope","EasternAsia",1992,0,51,39,41,116
"805","MiddleAfrica","EasternAsia",1992,3,1,17,41,116
"806","NorthernAfrica","EasternAsia",1992,0,29,9,41,116
"807","NorthernAmerica","EasternAsia",1992,0,45,-100,41,116
"808","NorthernEurope","EasternAsia",1992,0,59,15,41,116
"809","Oceania","EasternAsia",1992,0,-20,135,41,116
"810","South-EasternAsia","EasternAsia",1992,330.5,3,114,41,116
"811","SouthAmerica","EasternAsia",1992,0,-25,-65,41,116
"812","SouthernAfrica","EasternAsia",1992,0,-23,30,41,116
"813","SouthernAsia","EasternAsia",1992,2,23,79,41,116
"814","SouthernEurope","EasternAsia",1992,0,40,9,41,116
"815","WesternAfrica","EasternAsia",1992,3,11,1,41,116
"816","WesternAsia","EasternAsia",1992,1,24,42,41,116
"817","WesternEurope","EasternAsia",1992,0,50,5,41,116
"818","Caribbean","EasternEurope",1992,0,21,-78,51,39
"819","CentralAmerica","EasternEurope",1992,0,16,-93,51,39
"820","CentralAsia","EasternEurope",1992,3788.5,42,67,51,39
"821","EasternAfrica","EasternEurope",1992,14.5,3,40,51,39
"822","EasternAsia","EasternEurope",1992,6,41,116,51,39
"824","MiddleAfrica","EasternEurope",1992,69.5,1,17,51,39
"825","NorthernAfrica","EasternEurope",1992,1,29,9,51,39
"826","NorthernAmerica","EasternEurope",1992,0,45,-100,51,39
"827","NorthernEurope","EasternEurope",1992,200,59,15,51,39
"828","Oceania","EasternEurope",1992,0,-20,135,51,39
"829","South-EasternAsia","EasternEurope",1992,0,3,114,51,39
"830","SouthAmerica","EasternEurope",1992,0,-25,-65,51,39
"831","SouthernAfrica","EasternEurope",1992,0,-23,30,51,39
"832","SouthernAsia","EasternEurope",1992,81,23,79,51,39
