"","or_region","as_region","year","tot_compl","or_lat","or_long","as_lat","as_long"
"2","CentralAmerica","Caribbean",1990,0,16,-93,21,-78
"3","CentralAsia","Caribbean",1990,0,42,67,21,-78
"4","EasternAfrica","Caribbean",1990,0,3,40,21,-78
"5","EasternAsia","Caribbean",1990,0,41,116,21,-78
"6","EasternEurope","Caribbean",1990,0,51,39,21,-78
"7","MiddleAfrica","Caribbean",1990,0,1,17,21,-78
"8","NorthernAfrica","Caribbean",1990,0,29,9,21,-78
"9","NorthernAmerica","Caribbean",1990,0,45,-100,21,-78
"10","NorthernEurope","Caribbean",1990,0,59,15,21,-78
"11","Oceania","Caribbean",1990,0,-20,135,21,-78
"12","South-EasternAsia","Caribbean",1990,0,3,114,21,-78
"13","SouthAmerica","Caribbean",1990,0,-25,-65,21,-78
"14","SouthernAfrica","Caribbean",1990,0,-23,30,21,-78
"15","SouthernAsia","Caribbean",1990,0,23,79,21,-78
"16","SouthernEurope","Caribbean",1990,0,40,9,21,-78
"17","WesternAfrica","Caribbean",1990,1,11,1,21,-78
"18","WesternAsia","Caribbean",1990,0,24,42,21,-78
"19","WesternEurope","Caribbean",1990,0,50,5,21,-78
"20","Caribbean","CentralAmerica",1990,8.5,21,-78,16,-93
"22","CentralAsia","CentralAmerica",1990,0,42,67,16,-93
"23","EasternAfrica","CentralAmerica",1990,0,3,40,16,-93
"24","EasternAsia","CentralAmerica",1990,0,41,116,16,-93
"25","EasternEurope","CentralAmerica",1990,0,51,39,16,-93
"26","MiddleAfrica","CentralAmerica",1990,1,1,17,16,-93
"27","NorthernAfrica","CentralAmerica",1990,0,29,9,16,-93
"28","NorthernAmerica","CentralAmerica",1990,0,45,-100,16,-93
"29","NorthernEurope","CentralAmerica",1990,0,59,15,16,-93
"30","Oceania","CentralAmerica",1990,0,-20,135,16,-93
"31","South-EasternAsia","CentralAmerica",1990,0,3,114,16,-93
"32","SouthAmerica","CentralAmerica",1990,51.5,-25,-65,16,-93
"33","SouthernAfrica","CentralAmerica",1990,0,-23,30,16,-93
"34","SouthernAsia","CentralAmerica",1990,1,23,79,16,-93
"35","SouthernEurope","CentralAmerica",1990,0,40,9,16,-93
"36","WesternAfrica","CentralAmerica",1990,0,11,1,16,-93
"37","WesternAsia","CentralAmerica",1990,0,24,42,16,-93
"38","WesternEurope","CentralAmerica",1990,0,50,5,16,-93
"39","Caribbean","CentralAsia",1990,0,21,-78,42,67
"40","CentralAmerica","CentralAsia",1990,0,16,-93,42,67
"42","EasternAfrica","CentralAsia",1990,0,3,40,42,67
"43","EasternAsia","CentralAsia",1990,0,41,116,42,67
"44","EasternEurope","CentralAsia",1990,0,51,39,42,67
"45","MiddleAfrica","CentralAsia",1990,0,1,17,42,67
"46","NorthernAfrica","CentralAsia",1990,0,29,9,42,67
"47","NorthernAmerica","CentralAsia",1990,0,45,-100,42,67
"48","NorthernEurope","CentralAsia",1990,0,59,15,42,67
"49","Oceania","CentralAsia",1990,0,-20,135,42,67
"50","South-EasternAsia","CentralAsia",1990,0,3,114,42,67
"51","SouthAmerica","CentralAsia",1990,0,-25,-65,42,67
"52","SouthernAfrica","CentralAsia",1990,0,-23,30,42,67
"53","SouthernAsia","CentralAsia",1990,1,23,79,42,67
"54","SouthernEurope","CentralAsia",1990,0,40,9,42,67
"55","WesternAfrica","CentralAsia",1990,0,11,1,42,67
"56","WesternAsia","CentralAsia",1990,613291,24,42,42,67
"57","WesternEurope","CentralAsia",1990,0,50,5,42,67
"58","Caribbean","EasternAfrica",1990,0,21,-78,3,40
"59","CentralAmerica","EasternAfrica",1990,0,16,-93,3,40
"60","CentralAsia","EasternAfrica",1990,0,42,67,3,40
"62","EasternAsia","EasternAfrica",1990,0,41,116,3,40
"63","EasternEurope","EasternAfrica",1990,0,51,39,3,40
"64","MiddleAfrica","EasternAfrica",1990,62111,1,17,3,40
"65","NorthernAfrica","EasternAfrica",1990,0,29,9,3,40
"66","NorthernAmerica","EasternAfrica",1990,0,45,-100,3,40
"67","NorthernEurope","EasternAfrica",1990,0,59,15,3,40
"68","Oceania","EasternAfrica",1990,0,-20,135,3,40
"69","South-EasternAsia","EasternAfrica",1990,0,3,114,3,40
"70","SouthAmerica","EasternAfrica",1990,0,-25,-65,3,40
"71","SouthernAfrica","EasternAfrica",1990,9.5,-23,30,3,40
"72","SouthernAsia","EasternAfrica",1990,0,23,79,3,40
"73","SouthernEurope","EasternAfrica",1990,0,40,9,3,40
"74","WesternAfrica","EasternAfrica",1990,5.5,11,1,3,40
"75","WesternAsia","EasternAfrica",1990,1,24,42,3,40
"76","WesternEurope","EasternAfrica",1990,0,50,5,3,40
"77","Caribbean","EasternAsia",1990,0,21,-78,41,116
"78","CentralAmerica","EasternAsia",1990,0,16,-93,41,116
"79","CentralAsia","EasternAsia",1990,3,42,67,41,116
"80","EasternAfrica","EasternAsia",1990,2,3,40,41,116
"82","EasternEurope","EasternAsia",1990,0,51,39,41,116
"83","MiddleAfrica","EasternAsia",1990,2,1,17,41,116
"84","NorthernAfrica","EasternAsia",1990,1,29,9,41,116
"85","NorthernAmerica","EasternAsia",1990,0,45,-100,41,116
"86","NorthernEurope","EasternAsia",1990,0,59,15,41,116
"87","Oceania","EasternAsia",1990,0,-20,135,41,116
"88","South-EasternAsia","EasternAsia",1990,11222,3,114,41,116
"89","SouthAmerica","EasternAsia",1990,0,-25,-65,41,116
"90","SouthernAfrica","EasternAsia",1990,1.5,-23,30,41,116
"91","SouthernAsia","EasternAsia",1990,0,23,79,41,116
"92","SouthernEurope","EasternAsia",1990,0,40,9,41,116
"93","WesternAfrica","EasternAsia",1990,1,11,1,41,116
"94","WesternAsia","EasternAsia",1990,1,24,42,41,116
"95","WesternEurope","EasternAsia",1990,0,50,5,41,116
"96","Caribbean","EasternEurope",1990,0,21,-78,51,39
"97","CentralAmerica","EasternEurope",1990,0,16,-93,51,39
"98","CentralAsia","EasternEurope",1990,10.5,42,67,51,39
"99","EasternAfrica","EasternEurope",1990,3,3,40,51,39
"100","EasternAsia","EasternEurope",1990,2,41,116,51,39
"102","MiddleAfrica","EasternEurope",1990,1,1,17,51,39
"103","NorthernAfrica","EasternEurope",1990,2.5,29,9,51,39
"104","NorthernAmerica","EasternEurope",1990,0,45,-100,51,39
"105","NorthernEurope","EasternEurope",1990,0,59,15,51,39
"106","Oceania","EasternEurope",1990,0,-20,135,51,39
"107","South-EasternAsia","EasternEurope",1990,0.5,3,114,51,39
"108","SouthAmerica","EasternEurope",1990,0,-25,-65,51,39
"109","SouthernAfrica","EasternEurope",1990,0,-23,30,51,39
"110","SouthernAsia","EasternEurope",1990,45,23,79,51,39
"111","SouthernEurope","EasternEurope",1990,0,40,9,51,39
"112","WesternAfrica","EasternEurope",1990,4,11,1,51,39
"113","WesternAsia","EasternEurope",1990,8.5,24,42,51,39
"114","WesternEurope","EasternEurope",1990,0,50,5,51,39
"115","Caribbean","MiddleAfrica",1990,0,21,-78,1,17
"116","CentralAmerica","MiddleAfrica",1990,0,16,-93,1,17
"117","CentralAsia","MiddleAfrica",1990,0,42,67,1,17
"118","EasternAfrica","MiddleAfrica",1990,11880,3,40,1,17
"119","EasternAsia","MiddleAfrica",1990,0,41,116,1,17
"120","EasternEurope","MiddleAfrica",1990,0,51,39,1,17
"122","NorthernAfrica","MiddleAfrica",1990,0,29,9,1,17
"123","NorthernAmerica","MiddleAfrica",1990,0,45,-100,1,17
"124","NorthernEurope","MiddleAfrica",1990,0,59,15,1,17
"125","Oceania","MiddleAfrica",1990,0,-20,135,1,17
"126","South-EasternAsia","MiddleAfrica",1990,2,3,114,1,17
"127","SouthAmerica","MiddleAfrica",1990,0,-25,-65,1,17
"128","SouthernAfrica","MiddleAfrica",1990,1,-23,30,1,17
"129","SouthernAsia","MiddleAfrica",1990,0,23,79,1,17
"130","SouthernEurope","MiddleAfrica",1990,0,40,9,1,17
"131","WesternAfrica","MiddleAfrica",1990,10,11,1,1,17
"132","WesternAsia","MiddleAfrica",1990,0,24,42,1,17
"133","WesternEurope","MiddleAfrica",1990,0,50,5,1,17
"134","Caribbean","NorthernAfrica",1990,0,21,-78,29,9
"135","CentralAmerica","NorthernAfrica",1990,0,16,-93,29,9
"136","CentralAsia","NorthernAfrica",1990,1,42,67,29,9
"137","EasternAfrica","NorthernAfrica",1990,329,3,40,29,9
"138","EasternAsia","NorthernAfrica",1990,0,41,116,29,9
"139","EasternEurope","NorthernAfrica",1990,0,51,39,29,9
"140","MiddleAfrica","NorthernAfrica",1990,0,1,17,29,9
"142","NorthernAmerica","NorthernAfrica",1990,0,45,-100,29,9
"143","NorthernEurope","NorthernAfrica",1990,0,59,15,29,9
"144","Oceania","NorthernAfrica",1990,0,-20,135,29,9
"145","South-EasternAsia","NorthernAfrica",1990,0,3,114,29,9
"146","SouthAmerica","NorthernAfrica",1990,0,-25,-65,29,9
"147","SouthernAfrica","NorthernAfrica",1990,1,-23,30,29,9
"148","SouthernAsia","NorthernAfrica",1990,1,23,79,29,9
"149","SouthernEurope","NorthernAfrica",1990,1,40,9,29,9
"150","WesternAfrica","NorthernAfrica",1990,2771,11,1,29,9
"151","WesternAsia","NorthernAfrica",1990,10,24,42,29,9
"152","WesternEurope","NorthernAfrica",1990,0,50,5,29,9
"153","Caribbean","NorthernAmerica",1990,4800.5,21,-78,45,-100
"154","CentralAmerica","NorthernAmerica",1990,3042,16,-93,45,-100
"155","CentralAsia","NorthernAmerica",1990,20.5,42,67,45,-100
"156","EasternAfrica","NorthernAmerica",1990,2031,3,40,45,-100
"157","EasternAsia","NorthernAmerica",1990,663.5,41,116,45,-100
"158","EasternEurope","NorthernAmerica",1990,50913,51,39,45,-100
"159","MiddleAfrica","NorthernAmerica",1990,81,1,17,45,-100
"160","NorthernAfrica","NorthernAmerica",1990,46,29,9,45,-100
"162","NorthernEurope","NorthernAmerica",1990,0,59,15,45,-100
"163","Oceania","NorthernAmerica",1990,1,-20,135,45,-100
"164","South-EasternAsia","NorthernAmerica",1990,20896,3,114,45,-100
"165","SouthAmerica","NorthernAmerica",1990,72,-25,-65,45,-100
"166","SouthernAfrica","NorthernAmerica",1990,4.5,-23,30,45,-100
"167","SouthernAsia","NorthernAmerica",1990,21,23,79,45,-100
"168","SouthernEurope","NorthernAmerica",1990,8,40,9,45,-100
"169","WesternAfrica","NorthernAmerica",1990,138,11,1,45,-100
"170","WesternAsia","NorthernAmerica",1990,376,24,42,45,-100
"171","WesternEurope","NorthernAmerica",1990,7,50,5,45,-100
"172","Caribbean","NorthernEurope",1990,3,21,-78,59,15
"173","CentralAmerica","NorthernEurope",1990,110.5,16,-93,59,15
"174","CentralAsia","NorthernEurope",1990,482.5,42,67,59,15
"175","EasternAfrica","NorthernEurope",1990,309,3,40,59,15
"176","EasternAsia","NorthernEurope",1990,2,41,116,59,15
"177","EasternEurope","NorthernEurope",1990,647,51,39,59,15
"178","MiddleAfrica","NorthernEurope",1990,9,1,17,59,15
"179","NorthernAfrica","NorthernEurope",1990,2,29,9,59,15
"180","NorthernAmerica","NorthernEurope",1990,0,45,-100,59,15
"182","Oceania","NorthernEurope",1990,0,-20,135,59,15
"183","South-EasternAsia","NorthernEurope",1990,16,3,114,59,15
"184","SouthAmerica","NorthernEurope",1990,20.5,-25,-65,59,15
"185","SouthernAfrica","NorthernEurope",1990,0,-23,30,59,15
"186","SouthernAsia","NorthernEurope",1990,129,23,79,59,15
"187","SouthernEurope","NorthernEurope",1990,3,40,9,59,15
"188","WesternAfrica","NorthernEurope",1990,10.5,11,1,59,15
"189","WesternAsia","NorthernEurope",1990,1235.5,24,42,59,15
"190","WesternEurope","NorthernEurope",1990,1,50,5,59,15
"191","Caribbean","Oceania",1990,0,21,-78,-20,135
"192","CentralAmerica","Oceania",1990,1,16,-93,-20,135
"193","CentralAsia","Oceania",1990,211,42,67,-20,135
"194","EasternAfrica","Oceania",1990,113.5,3,40,-20,135
"195","EasternAsia","Oceania",1990,36.5,41,116,-20,135
"196","EasternEurope","Oceania",1990,623,51,39,-20,135
"197","MiddleAfrica","Oceania",1990,4,1,17,-20,135
"198","NorthernAfrica","Oceania",1990,10,29,9,-20,135
"199","NorthernAmerica","Oceania",1990,0,45,-100,-20,135
"200","NorthernEurope","Oceania",1990,0,59,15,-20,135
"202","South-EasternAsia","Oceania",1990,890,3,114,-20,135
"203","SouthAmerica","Oceania",1990,1.5,-25,-65,-20,135
"204","SouthernAfrica","Oceania",1990,0,-23,30,-20,135
"205","SouthernAsia","Oceania",1990,10,23,79,-20,135
"206","SouthernEurope","Oceania",1990,0,40,9,-20,135
"207","WesternAfrica","Oceania",1990,4,11,1,-20,135
"208","WesternAsia","Oceania",1990,281,24,42,-20,135
"209","WesternEurope","Oceania",1990,1,50,5,-20,135
"210","Caribbean","South-EasternAsia",1990,0,21,-78,3,114
"211","CentralAmerica","South-EasternAsia",1990,0,16,-93,3,114
"212","CentralAsia","South-EasternAsia",1990,1,42,67,3,114
"213","EasternAfrica","South-EasternAsia",1990,2,3,40,3,114
"214","EasternAsia","South-EasternAsia",1990,1,41,116,3,114
"215","EasternEurope","South-EasternAsia",1990,0,51,39,3,114
"216","MiddleAfrica","South-EasternAsia",1990,0,1,17,3,114
"217","NorthernAfrica","South-EasternAsia",1990,0,29,9,3,114
"218","NorthernAmerica","South-EasternAsia",1990,0,45,-100,3,114
"219","NorthernEurope","South-EasternAsia",1990,0,59,15,3,114
"220","Oceania","South-EasternAsia",1990,0,-20,135,3,114
"222","SouthAmerica","South-EasternAsia",1990,0,-25,-65,3,114
"223","SouthernAfrica","South-EasternAsia",1990,1,-23,30,3,114
"224","SouthernAsia","South-EasternAsia",1990,0,23,79,3,114
"225","SouthernEurope","South-EasternAsia",1990,0,40,9,3,114
"226","WesternAfrica","South-EasternAsia",1990,0,11,1,3,114
"227","WesternAsia","South-EasternAsia",1990,8,24,42,3,114
"228","WesternEurope","South-EasternAsia",1990,0,50,5,3,114
"229","Caribbean","SouthAmerica",1990,33,21,-78,-25,-65
"230","CentralAmerica","SouthAmerica",1990,8.5,16,-93,-25,-65
"231","CentralAsia","SouthAmerica",1990,5,42,67,-25,-65
"232","EasternAfrica","SouthAmerica",1990,1,3,40,-25,-65
"233","EasternAsia","SouthAmerica",1990,2,41,116,-25,-65
"234","EasternEurope","SouthAmerica",1990,17.5,51,39,-25,-65
"235","MiddleAfrica","SouthAmerica",1990,2,1,17,-25,-65
"236","NorthernAfrica","SouthAmerica",1990,0,29,9,-25,-65
"237","NorthernAmerica","SouthAmerica",1990,0,45,-100,-25,-65
"238","NorthernEurope","SouthAmerica",1990,0,59,15,-25,-65
"239","Oceania","SouthAmerica",1990,0,-20,135,-25,-65
"240","South-EasternAsia","SouthAmerica",1990,6,3,114,-25,-65
"242","SouthernAfrica","SouthAmerica",1990,2,-23,30,-25,-65
"243","SouthernAsia","SouthAmerica",1990,3,23,79,-25,-65
"244","SouthernEurope","SouthAmerica",1990,0,40,9,-25,-65
"245","WesternAfrica","SouthAmerica",1990,6.5,11,1,-25,-65
"246","WesternAsia","SouthAmerica",1990,3,24,42,-25,-65
"247","WesternEurope","SouthAmerica",1990,0,50,5,-25,-65
"248","Caribbean","SouthernAfrica",1990,0,21,-78,-23,30
"249","CentralAmerica","SouthernAfrica",1990,0,16,-93,-23,30
"250","CentralAsia","SouthernAfrica",1990,0,42,67,-23,30
"251","EasternAfrica","SouthernAfrica",1990,202.5,3,40,-23,30
"252","EasternAsia","SouthernAfrica",1990,10,41,116,-23,30
"253","EasternEurope","SouthernAfrica",1990,0,51,39,-23,30
"254","MiddleAfrica","SouthernAfrica",1990,1128,1,17,-23,30
"255","NorthernAfrica","SouthernAfrica",1990,0,29,9,-23,30
"256","NorthernAmerica","SouthernAfrica",1990,0,45,-100,-23,30
"257","NorthernEurope","SouthernAfrica",1990,0,59,15,-23,30
"258","Oceania","SouthernAfrica",1990,0,-20,135,-23,30
"259","South-EasternAsia","SouthernAfrica",1990,0,3,114,-23,30
"260","SouthAmerica","SouthernAfrica",1990,30,-25,-65,-23,30
"262","SouthernAsia","SouthernAfrica",1990,18,23,79,-23,30
"263","SouthernEurope","SouthernAfrica",1990,0,40,9,-23,30
"264","WesternAfrica","SouthernAfrica",1990,19.5,11,1,-23,30
"265","WesternAsia","SouthernAfrica",1990,1,24,42,-23,30
"266","WesternEurope","SouthernAfrica",1990,0,50,5,-23,30
"267","Caribbean","SouthernAsia",1990,1,21,-78,23,79
"268","CentralAmerica","SouthernAsia",1990,0,16,-93,23,79
"269","CentralAsia","SouthernAsia",1990,3495,42,67,23,79
"270","EasternAfrica","SouthernAsia",1990,10.5,3,40,23,79
"271","EasternAsia","SouthernAsia",1990,1000,41,116,23,79
"272","EasternEurope","SouthernAsia",1990,0,51,39,23,79
"273","MiddleAfrica","SouthernAsia",1990,0,1,17,23,79
"274","NorthernAfrica","SouthernAsia",1990,0,29,9,23,79
"275","NorthernAmerica","SouthernAsia",1990,0,45,-100,23,79
"276","NorthernEurope","SouthernAsia",1990,0,59,15,23,79
"277","Oceania","SouthernAsia",1990,0,-20,135,23,79
"278","South-EasternAsia","SouthernAsia",1990,1181,3,114,23,79
"279","SouthAmerica","SouthernAsia",1990,0,-25,-65,23,79
"280","SouthernAfrica","SouthernAsia",1990,0,-23,30,23,79
"282","SouthernEurope","SouthernAsia",1990,0,40,9,23,79
"283","WesternAfrica","SouthernAsia",1990,0,11,1,23,79
"284","WesternAsia","SouthernAsia",1990,4,24,42,23,79
"285","WesternEurope","SouthernAsia",1990,0,50,5,23,79
"286","Caribbean","SouthernEurope",1990,19,21,-78,40,9
"287","CentralAmerica","SouthernEurope",1990,1,16,-93,40,9
"288","CentralAsia","SouthernEurope",1990,4,42,67,40,9
"289","EasternAfrica","SouthernEurope",1990,53,3,40,40,9
"290","EasternAsia","SouthernEurope",1990,2,41,116,40,9
"291","EasternEurope","SouthernEurope",1990,540.5,51,39,40,9
"292","MiddleAfrica","SouthernEurope",1990,4,1,17,40,9
"293","NorthernAfrica","SouthernEurope",1990,3,29,9,40,9
"294","NorthernAmerica","SouthernEurope",1990,0,45,-100,40,9
"295","NorthernEurope","SouthernEurope",1990,0,59,15,40,9
"296","Oceania","SouthernEurope",1990,0,-20,135,40,9
"297","South-EasternAsia","SouthernEurope",1990,44,3,114,40,9
"298","SouthAmerica","SouthernEurope",1990,10,-25,-65,40,9
"299","SouthernAfrica","SouthernEurope",1990,0,-23,30,40,9
"300","SouthernAsia","SouthernEurope",1990,12,23,79,40,9
"302","WesternAfrica","SouthernEurope",1990,9,11,1,40,9
"303","WesternAsia","SouthernEurope",1990,310,24,42,40,9
"304","WesternEurope","SouthernEurope",1990,0,50,5,40,9
"305","Caribbean","WesternAfrica",1990,0,21,-78,11,1
"306","CentralAmerica","WesternAfrica",1990,0,16,-93,11,1
"307","CentralAsia","WesternAfrica",1990,2,42,67,11,1
"308","EasternAfrica","WesternAfrica",1990,14.5,3,40,11,1
"309","EasternAsia","WesternAfrica",1990,1,41,116,11,1
"310","EasternEurope","WesternAfrica",1990,0,51,39,11,1
"311","MiddleAfrica","WesternAfrica",1990,34,1,17,11,1
"312","NorthernAfrica","WesternAfrica",1990,1,29,9,11,1
"313","NorthernAmerica","WesternAfrica",1990,0,45,-100,11,1
"314","NorthernEurope","WesternAfrica",1990,0,59,15,11,1
"315","Oceania","WesternAfrica",1990,0,-20,135,11,1
"316","South-EasternAsia","WesternAfrica",1990,21,3,114,11,1
"317","SouthAmerica","WesternAfrica",1990,0,-25,-65,11,1
"318","SouthernAfrica","WesternAfrica",1990,2,-23,30,11,1
"319","SouthernAsia","WesternAfrica",1990,0,23,79,11,1
"320","SouthernEurope","WesternAfrica",1990,0,40,9,11,1
"322","WesternAsia","WesternAfrica",1990,2,24,42,11,1
"323","WesternEurope","WesternAfrica",1990,0,50,5,11,1
"324","Caribbean","WesternAsia",1990,0,21,-78,24,42
"325","CentralAmerica","WesternAsia",1990,0,16,-93,24,42
"326","CentralAsia","WesternAsia",1990,3050,42,67,24,42
"327","EasternAfrica","WesternAsia",1990,275,3,40,24,42
"328","EasternAsia","WesternAsia",1990,0,41,116,24,42
"329","EasternEurope","WesternAsia",1990,7,51,39,24,42
"330","MiddleAfrica","WesternAsia",1990,2,1,17,24,42
"331","NorthernAfrica","WesternAsia",1990,4,29,9,24,42
"332","NorthernAmerica","WesternAsia",1990,0,45,-100,24,42
"333","NorthernEurope","WesternAsia",1990,0,59,15,24,42
"334","Oceania","WesternAsia",1990,0,-20,135,24,42
"335","South-EasternAsia","WesternAsia",1990,0,3,114,24,42
"336","SouthAmerica","WesternAsia",1990,0,-25,-65,24,42
"337","SouthernAfrica","WesternAsia",1990,0,-23,30,24,42
"338","SouthernAsia","WesternAsia",1990,1,23,79,24,42
"339","SouthernEurope","WesternAsia",1990,1,40,9,24,42
"340","WesternAfrica","WesternAsia",1990,6,11,1,24,42
"342","WesternEurope","WesternAsia",1990,0,50,5,24,42
"343","Caribbean","WesternEurope",1990,2.5,21,-78,50,5
"344","CentralAmerica","WesternEurope",1990,7.5,16,-93,50,5
"345","CentralAsia","WesternEurope",1990,165,42,67,50,5
"346","EasternAfrica","WesternEurope",1990,820.5,3,40,50,5
"347","EasternAsia","WesternEurope",1990,134.5,41,116,50,5
"348","EasternEurope","WesternEurope",1990,293.5,51,39,50,5
"349","MiddleAfrica","WesternEurope",1990,219,1,17,50,5
"350","NorthernAfrica","WesternEurope",1990,1418.5,29,9,50,5
"351","NorthernAmerica","WesternEurope",1990,0,45,-100,50,5
"352","NorthernEurope","WesternEurope",1990,0,59,15,50,5
"353","Oceania","WesternEurope",1990,0,-20,135,50,5
"354","South-EasternAsia","WesternEurope",1990,477.5,3,114,50,5
"355","SouthAmerica","WesternEurope",1990,230,-25,-65,50,5
"356","SouthernAfrica","WesternEurope",1990,13,-23,30,50,5
"357","SouthernAsia","WesternEurope",1990,702,23,79,50,5
"358","SouthernEurope","WesternEurope",1990,15.5,40,9,50,5
"359","WesternAfrica","WesternEurope",1990,148,11,1,50,5
"360","WesternAsia","WesternEurope",1990,1566.5,24,42,50,5
"363","CentralAmerica","Caribbean",1991,1,16,-93,21,-78
"364","CentralAsia","Caribbean",1991,2,42,67,21,-78
"365","EasternAfrica","Caribbean",1991,1,3,40,21,-78
"366","EasternAsia","Caribbean",1991,0,41,116,21,-78
"367","EasternEurope","Caribbean",1991,0,51,39,21,-78
"368","MiddleAfrica","Caribbean",1991,1,1,17,21,-78
"369","NorthernAfrica","Caribbean",1991,0,29,9,21,-78
"370","NorthernAmerica","Caribbean",1991,0,45,-100,21,-78
"371","NorthernEurope","Caribbean",1991,0,59,15,21,-78
"372","Oceania","Caribbean",1991,0,-20,135,21,-78
"373","South-EasternAsia","Caribbean",1991,0,3,114,21,-78
"374","SouthAmerica","Caribbean",1991,1,-25,-65,21,-78
"375","SouthernAfrica","Caribbean",1991,10,-23,30,21,-78
"376","SouthernAsia","Caribbean",1991,0,23,79,21,-78
"377","SouthernEurope","Caribbean",1991,0,40,9,21,-78
"378","WesternAfrica","Caribbean",1991,2,11,1,21,-78
"379","WesternAsia","Caribbean",1991,1,24,42,21,-78
"380","WesternEurope","Caribbean",1991,0,50,5,21,-78
"381","Caribbean","CentralAmerica",1991,22,21,-78,16,-93
"383","CentralAsia","CentralAmerica",1991,0,42,67,16,-93
"384","EasternAfrica","CentralAmerica",1991,2,3,40,16,-93
"385","EasternAsia","CentralAmerica",1991,0,41,116,16,-93
"386","EasternEurope","CentralAmerica",1991,1,51,39,16,-93
"387","MiddleAfrica","CentralAmerica",1991,0,1,17,16,-93
"388","NorthernAfrica","CentralAmerica",1991,0,29,9,16,-93
"389","NorthernAmerica","CentralAmerica",1991,0,45,-100,16,-93
"390","NorthernEurope","CentralAmerica",1991,0,59,15,16,-93
"391","Oceania","CentralAmerica",1991,0,-20,135,16,-93
"392","South-EasternAsia","CentralAmerica",1991,0,3,114,16,-93
"393","SouthAmerica","CentralAmerica",1991,4,-25,-65,16,-93
"394","SouthernAfrica","CentralAmerica",1991,0,-23,30,16,-93
"395","SouthernAsia","CentralAmerica",1991,0,23,79,16,-93
"396","SouthernEurope","CentralAmerica",1991,0,40,9,16,-93
"397","WesternAfrica","CentralAmerica",1991,2,11,1,16,-93
"398","WesternAsia","CentralAmerica",1991,0,24,42,16,-93
"399","WesternEurope","CentralAmerica",1991,0,50,5,16,-93
"400","Caribbean","CentralAsia",1991,0,21,-78,42,67
"401","CentralAmerica","CentralAsia",1991,0,16,-93,42,67
"403","EasternAfrica","CentralAsia",1991,0,3,40,42,67
"404","EasternAsia","CentralAsia",1991,0,41,116,42,67
"405","EasternEurope","CentralAsia",1991,0,51,39,42,67
"406","MiddleAfrica","CentralAsia",1991,0,1,17,42,67
"407","NorthernAfrica","CentralAsia",1991,0,29,9,42,67
"408","NorthernAmerica","CentralAsia",1991,0,45,-100,42,67
"409","NorthernEurope","CentralAsia",1991,0,59,15,42,67
"410","Oceania","CentralAsia",1991,0,-20,135,42,67
"411","South-EasternAsia","CentralAsia",1991,0,3,114,42,67
"412","SouthAmerica","CentralAsia",1991,0,-25,-65,42,67
"413","SouthernAfrica","CentralAsia",1991,0,-23,30,42,67
"414","SouthernAsia","CentralAsia",1991,0,23,79,42,67
"415","SouthernEurope","CentralAsia",1991,0,40,9,42,67
"416","WesternAfrica","CentralAsia",1991,0,11,1,42,67
"417","WesternAsia","CentralAsia",1991,105088,24,42,42,67
"418","WesternEurope","CentralAsia",1991,0,50,5,42,67
"419","Caribbean","EasternAfrica",1991,0,21,-78,3,40
"420","CentralAmerica","EasternAfrica",1991,0,16,-93,3,40
"421","CentralAsia","EasternAfrica",1991,0,42,67,3,40
"423","EasternAsia","EasternAfrica",1991,0,41,116,3,40
"424","EasternEurope","EasternAfrica",1991,0,51,39,3,40
"425","MiddleAfrica","EasternAfrica",1991,58,1,17,3,40
"426","NorthernAfrica","EasternAfrica",1991,1,29,9,3,40
"427","NorthernAmerica","EasternAfrica",1991,0,45,-100,3,40
"428","NorthernEurope","EasternAfrica",1991,0,59,15,3,40
"429","Oceania","EasternAfrica",1991,0,-20,135,3,40
"430","South-EasternAsia","EasternAfrica",1991,0,3,114,3,40
"431","SouthAmerica","EasternAfrica",1991,0,-25,-65,3,40
"432","SouthernAfrica","EasternAfrica",1991,210,-23,30,3,40
"433","SouthernAsia","EasternAfrica",1991,0,23,79,3,40
"434","SouthernEurope","EasternAfrica",1991,0,40,9,3,40
"435","WesternAfrica","EasternAfrica",1991,4,11,1,3,40
"436","WesternAsia","EasternAfrica",1991,2,24,42,3,40
"437","WesternEurope","EasternAfrica",1991,0,50,5,3,40
"438","Caribbean","EasternAsia",1991,0,21,-78,41,116
"439","CentralAmerica","EasternAsia",1991,0,16,-93,41,116
"440","CentralAsia","EasternAsia",1991,130,42,67,41,116
"441","EasternAfrica","EasternAsia",1991,4,3,40,41,116
"443","EasternEurope","EasternAsia",1991,0,51,39,41,116
"444","MiddleAfrica","EasternAsia",1991,0,1,17,41,116
"445","NorthernAfrica","EasternAsia",1991,0,29,9,41,116
"446","NorthernAmerica","EasternAsia",1991,0,45,-100,41,116
"447","NorthernEurope","EasternAsia",1991,0,59,15,41,116
"448","Oceania","EasternAsia",1991,0,-20,135,41,116
"449","South-EasternAsia","EasternAsia",1991,324,3,114,41,116
"450","SouthAmerica","EasternAsia",1991,0,-25,-65,41,116
"451","SouthernAfrica","EasternAsia",1991,0,-23,30,41,116
"452","SouthernAsia","EasternAsia",1991,1,23,79,41,116
"453","SouthernEurope","EasternAsia",1991,0,40,9,41,116
"454","WesternAfrica","EasternAsia",1991,1,11,1,41,116
"455","WesternAsia","EasternAsia",1991,0,24,42,41,116
