"","or_region","as_region","year","tot_compl","or_lat","or_long","as_lat","as_long"
"7779","Oceania","Oceania",2011,117,-20,135,-20,135
"7799","South-EasternAsia","South-EasternAsia",2011,5195,3,114,3,114
"7819","SouthAmerica","SouthAmerica",2011,2859,-25,-65,-25,-65
"7839","SouthernAfrica","SouthernAfrica",2011,213,-23,30,-23,30
"7859","SouthernAsia","SouthernAsia",2011,29,23,79,23,79
"7879","SouthernEurope","SouthernEurope",2011,0,40,9,40,9
"7899","WesternAfrica","WesternAfrica",2011,124687,11,1,11,1
"7919","WesternAsia","WesternAsia",2011,76895,24,42,24,42
"7939","WesternEurope","WesternEurope",2011,15,50,5,50,5
"7940","Caribbean","Caribbean",2012,164,21,-78,21,-78
"7960","CentralAmerica","CentralAmerica",2012,117,16,-93,16,-93
"7980","CentralAsia","CentralAsia",2012,13,42,67,42,67
"8000","EasternAfrica","EasternAfrica",2012,254193,3,40,3,40
"8020","EasternAsia","EasternAsia",2012,20.5,41,116,41,116
"8040","EasternEurope","EasternEurope",2012,159,51,39,51,39
"8060","MiddleAfrica","MiddleAfrica",2012,9877,1,17,1,17
"8080","NorthernAfrica","NorthernAfrica",2012,0.5,29,9,29,9
"8100","NorthernAmerica","NorthernAmerica",2012,836.5,45,-100,45,-100
"8120","NorthernEurope","NorthernEurope",2012,0,59,15,59,15
"8140","Oceania","Oceania",2012,114,-20,135,-20,135
"8160","South-EasternAsia","South-EasternAsia",2012,3801.5,3,114,3,114
"8180","SouthAmerica","SouthAmerica",2012,2308,-25,-65,-25,-65
"8200","SouthernAfrica","SouthernAfrica",2012,42,-23,30,-23,30
"8220","SouthernAsia","SouthernAsia",2012,23,23,79,23,79
"8240","SouthernEurope","SouthernEurope",2012,0,40,9,40,9
"8260","WesternAfrica","WesternAfrica",2012,143651.5,11,1,11,1
"8280","WesternAsia","WesternAsia",2012,770027,24,42,24,42
"8300","WesternEurope","WesternEurope",2012,8,50,5,50,5
"8301","Caribbean","Caribbean",2013,0,21,-78,21,-78
"8321","CentralAmerica","CentralAmerica",2013,350,16,-93,16,-93
"8341","CentralAsia","CentralAsia",2013,40,42,67,42,67
"8361","EasternAfrica","EasternAfrica",2013,107551,3,40,3,40
"8381","EasternAsia","EasternAsia",2013,6,41,116,41,116
"8401","EasternEurope","EasternEurope",2013,329,51,39,51,39
"8421","MiddleAfrica","MiddleAfrica",2013,89467,1,17,1,17
"8441","NorthernAfrica","NorthernAfrica",2013,816.5,29,9,29,9
"8461","NorthernAmerica","NorthernAmerica",2013,406,45,-100,45,-100
"8481","NorthernEurope","NorthernEurope",2013,0,59,15,59,15
"8501","Oceania","Oceania",2013,92,-20,135,-20,135
"8521","South-EasternAsia","South-EasternAsia",2013,60428.5,3,114,3,114
"8541","SouthAmerica","SouthAmerica",2013,1284,-25,-65,-25,-65
"8561","SouthernAfrica","SouthernAfrica",2013,110,-23,30,-23,30
"8581","SouthernAsia","SouthernAsia",2013,52,23,79,23,79
"8601","SouthernEurope","SouthernEurope",2013,0,40,9,40,9
"8621","WesternAfrica","WesternAfrica",2013,25280,11,1,11,1
"8641","WesternAsia","WesternAsia",2013,1667699,24,42,24,42
"8661","WesternEurope","WesternEurope",2013,12,50,5,50,5
